City,DIVISION NUMBER,DIVISION NAME,SCHOOL NUMBER,SCHOOL NAME,SCHOOL ACCREDITATION RATING,ENGLISH,ENGLISH STATUS,MATHEMATICS,MATHEMATICS STATUS,HISTORY,HISTORY STATUS,SCIENCE,SCIENCE STATUS,GCI,GCI Status
,58,Mecklenburg County,1020,LaCrosse Elementary,Accredited with Warning,61,Warned,66,Warned,77,Meets Benchmark,78,Meets Benchmark,-,Does not have a Graduating Class
,58,Mecklenburg County,990,Park View High,Accredited with Warning,86,Meets Benchmark,60,Warned,76,Meets Benchmark,73,Meets Benchmark,93,Meets Benchmark
,58,Mecklenburg County,950,Park View Middle,Accredited with Warning,66,Warned,57,Warned,78,Meets Benchmark,77,Meets Benchmark,-,Does not have a Graduating Class
,58,Mecklenburg County,190,South Hill Elementary,Accredited with Warning,60,Warned,67,Warned,86,Meets Benchmark,78,Meets Benchmark,-,Does not have a Graduating Class
,59,Middlesex County,291,Middlesex Elementary,Fully Accredited,78,Meets Benchmark,88,Meets Benchmark,91,Meets Benchmark,88,Meets Benchmark,-,Does not have a Graduating Class
,59,Middlesex County,90,Middlesex High,Accredited with Warning,82,Meets Benchmark,68,Warned,84,Meets Benchmark,71,Meets Benchmark,95,Meets Benchmark
,59,Middlesex County,140,St. Clare Walker Middle,Fully Accredited,81,Meets Benchmark,83,Meets Benchmark,91,Meets Benchmark,81,Meets Benchmark,-,Does not have a Graduating Class
,60,Montgomery County,902,Auburn Elementary,Fully Accredited,80,Meets Benchmark,78,Meets Benchmark,82,Meets Benchmark,77,Meets Benchmark,-,Does not have a Graduating Class
,60,Montgomery County,650,Auburn High,Fully Accredited,83,Meets Benchmark,85,Meets Benchmark,83,Meets Benchmark,87,Meets Benchmark,95,Meets Benchmark
,60,Montgomery County,903,Auburn Middle,Fully Accredited,78,Meets Benchmark,72,Meets Benchmark,83,Meets Benchmark,72,Meets Benchmark,-,Does not have a Graduating Class
,60,Montgomery County,700,Belview Elementary,Accredited with Warning,70,Warned,75,Meets Benchmark,74,Meets Benchmark,72,Meets Benchmark,-,Does not have a Graduating Class
,60,Montgomery County,760,Blacksburg High,Fully Accredited,93,Meets Benchmark,84,Meets Benchmark,92,Meets Benchmark,94,Meets Benchmark,93,Meets Benchmark
,60,Montgomery County,710,Blacksburg Middle,Fully Accredited,84,Meets Benchmark,83,Meets Benchmark,90,Meets Benchmark,86,Meets Benchmark,-,Does not have a Graduating Class
,60,Montgomery County,740,Christiansburg Elementary,Fully Accredited,79,Meets Benchmark,75,Meets Benchmark,81,Meets Benchmark,80,Meets Benchmark,-,Does not have a Graduating Class
,60,Montgomery County,770,Christiansburg High,Accredited with Warning,84,Meets Benchmark,69,Warned,82,Meets Benchmark,83,Meets Benchmark,87,Meets Benchmark
,60,Montgomery County,671,Christiansburg Middle,Fully Accredited,76,Meets Benchmark,70,Meets Benchmark,78,Meets Benchmark,80,Meets Benchmark,-,Does not have a Graduating Class
,60,Montgomery County,780,Christiansburg Primary,Fully Accredited,79,Meets Benchmark,75,Meets Benchmark,81,Meets Benchmark,80,Meets Benchmark,-,Does not have a Graduating Class
,60,Montgomery County,30,Eastern Montgomery Elementary,Accredited with Warning,56,Warned,66,Warned,76,Meets Benchmark,70,Meets Benchmark,-,Does not have a Graduating Class
,60,Montgomery County,904,Eastern Montgomery High,Fully Accredited,81,Meets Benchmark,75,Meets Benchmark,79,Meets Benchmark,79,Meets Benchmark,87,Meets Benchmark
,60,Montgomery County,600,Falling Branch Elementary,Fully Accredited,77,Meets Benchmark,76,Meets Benchmark,89,Meets Benchmark,77,Meets Benchmark,-,Does not have a Graduating Class
,60,Montgomery County,750,Gilbert Linkous Elementary,Fully Accredited,95,Meets Benchmark,90,Meets Benchmark,95,Meets Benchmark,96,Meets Benchmark,-,Does not have a Graduating Class
,60,Montgomery County,10,Harding Avenue Elementary,Fully Accredited,87,Meets Benchmark,85,Meets Benchmark,92,Meets Benchmark,92,Meets Benchmark,-,Does not have a Graduating Class
,60,Montgomery County,901,Kipps Elementary,Fully Accredited,92,Meets Benchmark,89,Meets Benchmark,90,Meets Benchmark,94,Meets Benchmark,-,Does not have a Graduating Class
,60,Montgomery County,730,Margaret Beeks Elementary,Fully Accredited,83,Meets Benchmark,83,Meets Benchmark,92,Meets Benchmark,87,Meets Benchmark,-,Does not have a Graduating Class
,60,Montgomery County,210,Prices Fork Elementary,Fully Accredited,77,Meets Benchmark,72,Meets Benchmark,84,Meets Benchmark,81,Meets Benchmark,-,Does not have a Graduating Class
,60,Montgomery County,290,Shawsville Middle,Accredited with Warning,64,Warned,62,Warned,86,Meets Benchmark,74,Meets Benchmark,-,Does not have a Graduating Class
,62,Nelson County,710,Nelson County High,Fully Accredited,87,Meets Benchmark,80,Meets Benchmark,87,Meets Benchmark,84,Meets Benchmark,91,Meets Benchmark
,62,Nelson County,730,Nelson Middle,Fully Accredited,76,Meets Benchmark,85,Meets Benchmark,86,Meets Benchmark,75,Meets Benchmark,-,Does not have a Graduating Class
,62,Nelson County,10,Rockfish River Elementary,Fully Accredited,79,Meets Benchmark,80,Meets Benchmark,87,Meets Benchmark,77,Meets Benchmark,-,Does not have a Graduating Class
,62,Nelson County,20,Tye River Elementary,Accredited with Warning,69,Warned,69,Warned,79,Meets Benchmark,75,Meets Benchmark,-,Does not have a Graduating Class
,63,New Kent County,180,George W. Watkins Elementary,Fully Accredited,77,Meets Benchmark,84,Meets Benchmark,89,Meets Benchmark,79,Meets Benchmark,-,Does not have a Graduating Class
,63,New Kent County,10,New Kent Elementary,Fully Accredited,78,Meets Benchmark,83,Meets Benchmark,86,Meets Benchmark,77,Meets Benchmark,-,Does not have a Graduating Class
,63,New Kent County,20,New Kent High,Fully Accredited,88,Meets Benchmark,77,Meets Benchmark,87,Meets Benchmark,87,Meets Benchmark,93,Meets Benchmark
,63,New Kent County,100,New Kent Middle,Fully Accredited,77,Meets Benchmark,79,Meets Benchmark,88,Meets Benchmark,84,Meets Benchmark,-,Does not have a Graduating Class
,117,Newport News City,1404,Achievable Dream Academy,Accredited with Warning,62,Warned,73,Meets Benchmark,79,Meets Benchmark,61,Warned,-,Does not have a Graduating Class
,117,Newport News City,1405,Achievable Dream Middle/High,Accredited with Warning,75,Meets Benchmark,69,Warned,78,Meets Benchmark,76,Meets Benchmark,100,Meets Benchmark
,117,Newport News City,1250,B.C. Charles Elementary,Accredited with Warning,65,Warned,72,Meets Benchmark,82,Meets Benchmark,72,Meets Benchmark,-,Does not have a Graduating Class
,117,Newport News City,110,B.T. Washington Middle,Fully Accredited,80,Meets Benchmark,76,Meets Benchmark,87,Meets Benchmark,92,Meets Benchmark,-,Does not have a Graduating Class
,117,Newport News City,1170,Carver Elementary,Accredited with Warning,44,Warned,57,Warned,70,Meets Benchmark,52,Warned,-,Does not have a Graduating Class
,117,Newport News City,1393,Crittenden Middle,Accredited with Warning,63,Warned,67,Warned,77,Meets Benchmark,77,Meets Benchmark,-,Does not have a Graduating Class
,117,Newport News City,50,David A. Dutrow Elementary,Accredited with Warning,67,Warned,67,Warned,84,Meets Benchmark,74,Meets Benchmark,-,Does not have a Graduating Class
,117,Newport News City,1398,Deer Park Elementary,Fully Accredited,83,Meets Benchmark,92,Meets Benchmark,96,Meets Benchmark,95,Meets Benchmark,-,Does not have a Graduating Class
,117,Newport News City,280,Denbigh High,Accredited with Warning,81,Meets Benchmark,57,Warned,79,Meets Benchmark,72,Meets Benchmark,91,Meets Benchmark
,117,Newport News City,1260,Ethel M. Gildersleeve Middle,Fully Accredited,76,Meets Benchmark,74,Meets Benchmark,79,Meets Benchmark,76,Meets Benchmark,-,Does not have a Graduating Class
,117,Newport News City,1407,General Stanford Elementary,Fully Accredited,79,Meets Benchmark,82,Meets Benchmark,93,Meets Benchmark,80,Meets Benchmark,-,Does not have a Graduating Class
,117,Newport News City,70,George J. McIntosh Elementary,Accredited with Warning,44,Warned,56,Warned,76,Meets Benchmark,78,Meets Benchmark,-,Does not have a Graduating Class
,117,Newport News City,1395,Heritage High,Accredited with Warning,76,Meets Benchmark,44,Warned,70,Meets Benchmark,58,Warned,91,Meets Benchmark
,117,Newport News City,1210,Hidenwood Elementary,Accredited with Warning,61,Warned,64,Warned,73,Meets Benchmark,73,Meets Benchmark,-,Does not have a Graduating Class
,117,Newport News City,1080,Hilton Elementary,Fully Accredited,78,Meets Benchmark,88,Meets Benchmark,95,Meets Benchmark,88,Meets Benchmark,-,Does not have a Graduating Class
,117,Newport News City,1270,Homer L. Hines Middle,Accredited with Warning,60,Warned,67,Warned,70,Meets Benchmark,55,Warned,-,Does not have a Graduating Class
,117,Newport News City,1240,Horace H. Epes Elementary,Accredited with Warning,46,Warned,55,Warned,64,Warned,61,Warned,-,Does not have a Graduating Class
,117,Newport News City,91,Huntington Middle,Accredited with Warning,50,Warned,45,Warned,71,Meets Benchmark,44,Warned,-,Does not have a Graduating Class
,117,Newport News City,20,J.M. Dozier Middle,Fully Accredited,75,Meets Benchmark,79,Meets Benchmark,78,Meets Benchmark,74,Meets Benchmark,-,Does not have a Graduating Class
,117,Newport News City,1411,John Marshall Early Childhood Center,Conditionally Accredited,-,Not Tested,-,Not Tested,-,Not Tested,-,Not Tested,-,Does not have a Graduating Class
,117,Newport News City,300,Joseph H. Saunders Elementary,Accredited with Warning,54,Warned,64,Warned,83,Meets Benchmark,74,Meets Benchmark,-,Does not have a Graduating Class
,117,Newport News City,1290,Kiln Creek Elementary,Fully Accredited,76,Meets Benchmark,76,Meets Benchmark,81,Meets Benchmark,73,Meets Benchmark,-,Does not have a Graduating Class
,117,Newport News City,200,L.F. Palmer Elementary,Accredited with Warning,49,Warned,55,Warned,71,Meets Benchmark,62,Warned,-,Does not have a Graduating Class
,117,Newport News City,1180,Lee Hall Elementary,Accredited with Warning,47,Warned,63,Warned,75,Meets Benchmark,56,Warned,-,Does not have a Graduating Class
,117,Newport News City,130,Magruder Elementary,Accredited with Warning,49,Warned,54,Warned,71,Meets Benchmark,52,Warned,-,Does not have a Graduating Class
,117,Newport News City,1400,Mary Passage Middle,Accredited with Warning,57,Warned,58,Warned,67,Warned,70,Meets Benchmark,-,Does not have a Graduating Class
,117,Newport News City,1220,Menchville High,Fully Accredited,88,Meets Benchmark,76,Meets Benchmark,88,Meets Benchmark,83,Meets Benchmark,93,Meets Benchmark
,117,Newport News City,1120,Newsome Park Elementary,Accreditation Denied,36,Warned,48,Warned,42,Warned,21,Warned,-,Does not have a Graduating Class
,117,Newport News City,150,Oliver C. Greenwood Elementary,Fully Accredited,76,Meets Benchmark,77,Meets Benchmark,79,Meets Benchmark,75,Meets Benchmark,-,Does not have a Graduating Class
,117,Newport News City,310,R.O. Nelson Elementary,Fully Accredited,77,Meets Benchmark,83,Meets Benchmark,89,Meets Benchmark,88,Meets Benchmark,-,Does not have a Graduating Class
,117,Newport News City,270,Richard T. Yates Elementary,Accredited with Warning,49,Warned,54,Warned,71,Meets Benchmark,52,Warned,-,Does not have a Graduating Class
,117,Newport News City,1230,Richneck Elementary,Accredited with Warning,70,Warned,79,Meets Benchmark,87,Meets Benchmark,76,Meets Benchmark,-,Does not have a Graduating Class
,117,Newport News City,1150,Riverside Elementary,Fully Accredited,76,Meets Benchmark,84,Meets Benchmark,85,Meets Benchmark,81,Meets Benchmark,-,Does not have a Graduating Class
,117,Newport News City,250,Sedgefield Elementary,Accreditation Denied,40,Warned,50,Warned,61,Warned,39,Warned,-,Does not have a Graduating Class
,117,Newport News City,290,T. Ryland Sanford Elementary,Accredited with Warning,60,Warned,75,Meets Benchmark,80,Meets Benchmark,76,Meets Benchmark,-,Does not have a Graduating Class
,117,Newport News City,1070,Warwick High,Accredited with Warning,83,Meets Benchmark,64,Warned,74,Meets Benchmark,73,Meets Benchmark,91,Meets Benchmark
,117,Newport News City,320,Willis A. Jenkins Elementary,Conditionally Accredited,50,Warned,70,Meets Benchmark,59,Warned,56,Warned,-,Does not have a Graduating Class
,117,Newport News City,1396,Woodside High,Accredited with Warning,91,Meets Benchmark,56,Warned,88,Meets Benchmark,81,Meets Benchmark,97,Meets Benchmark
Norfolk,118,Norfolk City,760,Azalea Gardens Middle,Accredited with Warning,65,Warned,66,Warned,73,Meets Benchmark,73,Meets Benchmark,-,Does not have a Graduating Class
Norfolk,118,Norfolk City,250,Bay View Elementary,Fully Accredited,75,Meets Benchmark,80,Meets Benchmark,91,Meets Benchmark,82,Meets Benchmark,-,Does not have a Graduating Class
Norfolk,118,Norfolk City,20,Blair Middle,Accredited with Warning,69,Warned,61,Warned,77,Meets Benchmark,80,Meets Benchmark,-,Does not have a Graduating Class
Norfolk,118,Norfolk City,880,Booker T Washington High,Accreditation Denied,75,Meets Benchmark,42,Warned,59,Warned,52,Warned,84,Provisional
Norfolk,118,Norfolk City,40,Camp Allen Elementary,Accredited with Warning,66,Warned,73,Meets Benchmark,77,Meets Benchmark,75,Meets Benchmark,-,Does not have a Graduating Class
Norfolk,118,Norfolk City,770,Campostella Elementary,Accreditation Denied,29,Warned,32,Warned,37,Warned,26,Warned,-,Does not have a Graduating Class
Norfolk,118,Norfolk City,220,Chesterfield Academy Elementary,Accredited with Warning,53,Warned,46,Warned,74,Meets Benchmark,43,Warned,-,Does not have a Graduating Class
Norfolk,118,Norfolk City,550,Coleman Place Elementary,Accredited with Warning,59,Warned,67,Warned,73,Meets Benchmark,60,Warned,-,Does not have a Graduating Class
Norfolk,118,Norfolk City,560,Crossroads School,Accredited with Warning,68,Warned,75,Meets Benchmark,74,Meets Benchmark,80,Meets Benchmark,-,Does not have a Graduating Class
Norfolk,118,Norfolk City,750,Fairlawn Elementary,Accredited with Warning,68,Warned,61,Warned,76,Meets Benchmark,71,Meets Benchmark,-,Does not have a Graduating Class
Norfolk,118,Norfolk City,90,Ghent K-8,Fully Accredited,82,Meets Benchmark,83,Meets Benchmark,89,Meets Benchmark,87,Meets Benchmark,-,Does not have a Graduating Class
Norfolk,118,Norfolk City,420,Granby Elementary,Fully Accredited,77,Meets Benchmark,80,Meets Benchmark,85,Meets Benchmark,74,Meets Benchmark,-,Does not have a Graduating Class
Norfolk,118,Norfolk City,390,Granby High,Fully Accredited,85,Meets Benchmark,85,Meets Benchmark,78,Meets Benchmark,81,Meets Benchmark,85,Meets Benchmark
Norfolk,118,Norfolk City,610,Ingleside Elementary,Accredited with Warning,67,Warned,69,Warned,76,Meets Benchmark,62,Warned,-,Does not have a Graduating Class
Norfolk,118,Norfolk City,430,Jacox Elementary,Accredited with Warning,36,Warned,35,Warned,55,Warned,13,Warned,-,Does not have a Graduating Class
Norfolk,118,Norfolk City,131,James Monroe Elementary,Accredited with Warning,39,Warned,44,Warned,71,Meets Benchmark,28,Warned,-,Does not have a Graduating Class
Norfolk,118,Norfolk City,840,Lake Taylor High,Accredited with Warning,77,Meets Benchmark,67,Warned,71,Meets Benchmark,71,Meets Benchmark,90,Meets Benchmark
Norfolk,118,Norfolk City,790,Lake Taylor Middle,Accreditation Denied,50,Warned,48,Warned,63,Warned,58,Warned,-,Does not have a Graduating Class
Norfolk,118,Norfolk City,210,Larchmont Elementary,Fully Accredited,90,Meets Benchmark,87,Meets Benchmark,98,Meets Benchmark,91,Meets Benchmark,-,Does not have a Graduating Class
Norfolk,118,Norfolk City,670,Larrymore Elementary,Accredited with Warning,66,Warned,69,Warned,75,Meets Benchmark,74,Meets Benchmark,-,Does not have a Graduating Class
Norfolk,118,Norfolk City,520,Lindenwood Elementary,Accreditation Denied,48,Warned,51,Warned,56,Warned,46,Warned,-,Does not have a Graduating Class
Norfolk,118,Norfolk City,682,Little Creek Elementary,Accredited with Warning,63,Warned,72,Meets Benchmark,79,Meets Benchmark,72,Meets Benchmark,-,Does not have a Graduating Class
Norfolk,118,Norfolk City,460,Mary Calcott Elementary,Fully Accredited,84,Meets Benchmark,85,Meets Benchmark,91,Meets Benchmark,83,Meets Benchmark,-,Does not have a Graduating Class
Norfolk,118,Norfolk City,10,Matthew Fontaine Maury High,Fully Accredited,91,Meets Benchmark,73,Meets Benchmark,77,Meets Benchmark,80,Meets Benchmark,88,Meets Benchmark
Norfolk,118,Norfolk City,490,Northside Middle,Accredited with Warning,66,Warned,71,Meets Benchmark,74,Meets Benchmark,74,Meets Benchmark,-,Does not have a Graduating Class
Norfolk,118,Norfolk City,620,Norview Elementary,Accredited with Warning,54,Warned,67,Warned,74,Meets Benchmark,55,Warned,-,Does not have a Graduating Class
Norfolk,118,Norfolk City,580,Norview High,Fully Accredited,89,Meets Benchmark,81,Meets Benchmark,81,Meets Benchmark,83,Meets Benchmark,88,Meets Benchmark
Norfolk,118,Norfolk City,570,Norview Middle,Accredited with Warning,56,Warned,69,Warned,75,Meets Benchmark,70,Meets Benchmark,-,Does not have a Graduating Class
Norfolk,118,Norfolk City,190,Ocean View Elementary,Fully Accredited,77,Meets Benchmark,82,Meets Benchmark,91,Meets Benchmark,88,Meets Benchmark,-,Does not have a Graduating Class
Norfolk,118,Norfolk City,630,Oceanair Elementary,Accredited with Warning,57,Warned,58,Warned,76,Meets Benchmark,75,Meets Benchmark,-,Does not have a Graduating Class
Norfolk,118,Norfolk City,530,"P.B. Young, Sr. Elementary",Accredited with Warning,43,Warned,55,Warned,70,Meets Benchmark,38,Warned,-,Does not have a Graduating Class
Norfolk,118,Norfolk City,710,Poplar Halls Elementary,Accredited with Warning,75,Meets Benchmark,65,Warned,82,Meets Benchmark,74,Meets Benchmark,-,Does not have a Graduating Class
Norfolk,118,Norfolk City,480,Richard Bowling Elementary,Accredited with Warning,60,Warned,55,Warned,65,Warned,44,Warned,-,Does not have a Graduating Class
Norfolk,118,Norfolk City,850,Sewells Point Elementary,Fully Accredited,81,Meets Benchmark,80,Meets Benchmark,97,Meets Benchmark,93,Meets Benchmark,-,Does not have a Graduating Class
Norfolk,118,Norfolk City,650,Sherwood Forest Elementary,Accredited with Warning,55,Warned,67,Warned,76,Meets Benchmark,53,Warned,-,Does not have a Graduating Class
Norfolk,118,Norfolk City,820,St. Helena Elementary,Accredited with Warning,53,Warned,57,Warned,74,Meets Benchmark,30,Warned,-,Does not have a Graduating Class
Norfolk,118,Norfolk City,500,Suburban Park Elementary,Accredited with Warning,65,Warned,70,Meets Benchmark,73,Meets Benchmark,72,Meets Benchmark,-,Does not have a Graduating Class
Norfolk,118,Norfolk City,100,Tanners Creek Elementary,Accredited with Warning,54,Warned,56,Warned,70,Meets Benchmark,51,Warned,-,Does not have a Graduating Class
Norfolk,118,Norfolk City,800,Tarrallton Elementary,Fully Accredited,77,Meets Benchmark,80,Meets Benchmark,85,Meets Benchmark,78,Meets Benchmark,-,Does not have a Graduating Class
Norfolk,118,Norfolk City,780,Tidewater Park Elementary,Conditionally Accredited,55,Warned,73,Meets Benchmark,76,Meets Benchmark,36,Warned,-,Does not have a Graduating Class
Norfolk,118,Norfolk City,150,Walter Herron Taylor Elementary,Fully Accredited,82,Meets Benchmark,85,Meets Benchmark,88,Meets Benchmark,88,Meets Benchmark,-,Does not have a Graduating Class
Norfolk,118,Norfolk City,471,Willard Model Elementary,Accredited with Warning,64,Warned,72,Meets Benchmark,76,Meets Benchmark,75,Meets Benchmark,-,Does not have a Graduating Class
Norfolk,118,Norfolk City,30,William H. Ruffner Middle,Accreditation Denied,51,Warned,61,Warned,57,Warned,73,Meets Benchmark,-,Does not have a Graduating Class
Norfolk,118,Norfolk City,860,Willoughby Elementary,Fully Accredited,90,Meets Benchmark,98,Meets Benchmark,97,Meets Benchmark,88,Meets Benchmark,-,Does not have a Graduating Class
,65,Northampton County,452,Kiptopeke Elementary,Accreditation Denied,55,Warned,76,Meets Benchmark,83,Meets Benchmark,70,Meets Benchmark,-,Does not have a Graduating Class
,65,Northampton County,350,Northampton High,Fully Accredited,79,Meets Benchmark,71,Meets Benchmark,73,Meets Benchmark,77,Meets Benchmark,85,Meets Benchmark
,65,Northampton County,360,Northampton Middle,Accredited with Warning,50,Warned,60,Warned,61,Warned,63,Warned,-,Does not have a Graduating Class
,65,Northampton County,451,Occohannock Elementary,Accredited with Warning,66,Warned,71,Meets Benchmark,82,Meets Benchmark,76,Meets Benchmark,-,Does not have a Graduating Class
,66,Northumberland County,331,Northumberland Elementary,Fully Accredited,75,Meets Benchmark,73,Meets Benchmark,86,Meets Benchmark,81,Meets Benchmark,-,Does not have a Graduating Class
,66,Northumberland County,40,Northumberland High,Accredited with Warning,92,Meets Benchmark,58,Warned,76,Meets Benchmark,88,Meets Benchmark,88,Meets Benchmark
,66,Northumberland County,210,Northumberland Middle,Fully Accredited,75,Meets Benchmark,80,Meets Benchmark,81,Meets Benchmark,78,Meets Benchmark,-,Does not have a Graduating Class
,119,Norton City,20,J.I. Burton High,Fully Accredited,79,Meets Benchmark,81,Meets Benchmark,88,Meets Benchmark,87,Meets Benchmark,90,Meets Benchmark
,119,Norton City,40,Norton Elementary,Accredited with Warning,76,Meets Benchmark,68,Warned,86,Meets Benchmark,84,Meets Benchmark,-,Does not have a Graduating Class
,67,Nottoway County,340,Blackstone Primary,Accredited with Warning,65,Warned,64,Warned,80,Meets Benchmark,83,Meets Benchmark,-,Does not have a Graduating Class
,67,Nottoway County,310,Burkeville Elementary,Accredited with Warning,63,Warned,73,Meets Benchmark,85,Meets Benchmark,81,Meets Benchmark,-,Does not have a Graduating Class
,67,Nottoway County,330,Crewe Primary,Accredited with Warning,63,Warned,73,Meets Benchmark,85,Meets Benchmark,81,Meets Benchmark,-,Does not have a Graduating Class
,67,Nottoway County,301,Nottoway High,Fully Accredited,85,Meets Benchmark,81,Meets Benchmark,88,Meets Benchmark,81,Meets Benchmark,92,Meets Benchmark
,67,Nottoway County,300,Nottoway Intermediate,Accredited with Warning,63,Warned,69,Warned,86,Meets Benchmark,73,Meets Benchmark,-,Does not have a Graduating Class
,67,Nottoway County,302,Nottoway Middle,Accredited with Warning,60,Warned,55,Warned,76,Meets Benchmark,77,Meets Benchmark,-,Does not have a Graduating Class
,68,Orange County,360,Gordon-Barbour Elementary,Fully Accredited,77,Meets Benchmark,73,Meets Benchmark,86,Meets Benchmark,82,Meets Benchmark,-,Does not have a Graduating Class
,68,Orange County,70,Lightfoot Elementary,Accredited with Warning,76,Meets Benchmark,63,Warned,78,Meets Benchmark,74,Meets Benchmark,-,Does not have a Graduating Class
,68,Orange County,50,Locust Grove Elementary,Fully Accredited,76,Meets Benchmark,76,Meets Benchmark,89,Meets Benchmark,86,Meets Benchmark,-,Does not have a Graduating Class
,68,Orange County,471,Locust Grove Middle,Fully Accredited,75,Meets Benchmark,74,Meets Benchmark,87,Meets Benchmark,85,Meets Benchmark,-,Does not have a Graduating Class
,68,Orange County,51,Locust Grove Primary School,Fully Accredited,76,Meets Benchmark,76,Meets Benchmark,89,Meets Benchmark,86,Meets Benchmark,-,Does not have a Graduating Class
,68,Orange County,330,Orange County High,Fully Accredited,84,Meets Benchmark,77,Meets Benchmark,87,Meets Benchmark,79,Meets Benchmark,92,Meets Benchmark
,68,Orange County,370,Orange Elementary,Fully Accredited,79,Meets Benchmark,75,Meets Benchmark,91,Meets Benchmark,80,Meets Benchmark,-,Does not have a Graduating Class
,68,Orange County,340,Prospect Heights Middle,Accredited with Warning,68,Warned,74,Meets Benchmark,81,Meets Benchmark,71,Meets Benchmark,-,Does not have a Graduating Class
,68,Orange County,350,Unionville Elementary,Accredited with Warning,76,Meets Benchmark,63,Warned,78,Meets Benchmark,74,Meets Benchmark,-,Does not have a Graduating Class
,69,Page County,350,Luray Elementary,Accredited with Warning,60,Warned,64,Warned,76,Meets Benchmark,74,Meets Benchmark,-,Does not have a Graduating Class
,69,Page County,110,Luray High,Fully Accredited,80,Meets Benchmark,81,Meets Benchmark,91,Meets Benchmark,82,Meets Benchmark,97,Meets Benchmark
,69,Page County,400,Luray Middle,Fully Accredited,75,Meets Benchmark,87,Meets Benchmark,88,Meets Benchmark,73,Meets Benchmark,-,Does not have a Graduating Class
,69,Page County,380,Page County High,Fully Accredited,82,Meets Benchmark,74,Meets Benchmark,90,Meets Benchmark,80,Meets Benchmark,99,Meets Benchmark
,69,Page County,390,Page County Middle,Accredited with Warning,70,Warned,77,Meets Benchmark,81,Meets Benchmark,74,Meets Benchmark,-,Does not have a Graduating Class
,69,Page County,310,Shenandoah Elementary,Accredited with Warning,67,Warned,64,Warned,86,Meets Benchmark,85,Meets Benchmark,-,Does not have a Graduating Class
,69,Page County,50,Springfield Elementary,Fully Accredited,79,Meets Benchmark,88,Meets Benchmark,89,Meets Benchmark,89,Meets Benchmark,-,Does not have a Graduating Class
,69,Page County,210,Stanley Elementary,Accredited with Warning,53,Warned,59,Warned,74,Meets Benchmark,74,Meets Benchmark,-,Does not have a Graduating Class
,70,Patrick County,440,Blue Ridge Elementary,Fully Accredited,76,Meets Benchmark,72,Meets Benchmark,87,Meets Benchmark,80,Meets Benchmark,-,Does not have a Graduating Class
,70,Patrick County,350,Hardin Reynolds Elementary,Accredited with Warning,77,Meets Benchmark,67,Warned,73,Meets Benchmark,52,Warned,-,Does not have a Graduating Class
,70,Patrick County,150,Meadows of Dan Elementary,Accredited with Warning,76,Meets Benchmark,62,Warned,76,Meets Benchmark,77,Meets Benchmark,-,Does not have a Graduating Class
,70,Patrick County,700,Patrick County High,Fully Accredited,75,Meets Benchmark,77,Meets Benchmark,85,Meets Benchmark,79,Meets Benchmark,92,Meets Benchmark
,70,Patrick County,680,Patrick Springs Elementary,Fully Accredited,76,Meets Benchmark,80,Meets Benchmark,90,Meets Benchmark,78,Meets Benchmark,-,Does not have a Graduating Class
,70,Patrick County,320,Stuart Elementary,Accredited with Warning,65,Warned,74,Meets Benchmark,80,Meets Benchmark,73,Meets Benchmark,-,Does not have a Graduating Class
,70,Patrick County,80,Woolwine Elementary,Fully Accredited,76,Meets Benchmark,84,Meets Benchmark,86,Meets Benchmark,87,Meets Benchmark,-,Does not have a Graduating Class
Petersburg,120,Petersburg City,110,A.P. Hill Elementary,Accreditation Denied,57,Warned,62,Warned,74,Meets Benchmark,48,Warned,-,Does not have a Graduating Class
Petersburg,120,Petersburg City,180,J.E.B. Stuart Elementary,Accredited with Warning,54,Warned,63,Warned,83,Meets Benchmark,52,Warned,-,Does not have a Graduating Class
Petersburg,120,Petersburg City,121,Peabody Middle,Accreditation Denied,52,Warned,42,Warned,56,Warned,-,Not Tested,-,Does not have a Graduating Class
Petersburg,120,Petersburg City,200,Petersburg High,Fully Accredited,75,Meets Benchmark,74,Meets Benchmark,70,Meets Benchmark,87,Meets Benchmark,86,Meets Benchmark
Petersburg,120,Petersburg City,170,Robert E. Lee Elementary,Accredited with Warning,45,Warned,57,Warned,73,Meets Benchmark,55,Warned,-,Does not have a Graduating Class
Petersburg,120,Petersburg City,211,Vernon Johns Junior High,Conditionally Accredited,50,Warned,69,Warned,70,Meets Benchmark,70,Meets Benchmark,-,Does not have a Graduating Class
Petersburg,120,Petersburg City,130,Walnut Hill Elementary,Accredited with Warning,58,Warned,66,Warned,83,Meets Benchmark,71,Meets Benchmark,-,Does not have a Graduating Class
,71,Pittsylvania County,1853,Brosville Elementary,Fully Accredited,76,Meets Benchmark,73,Meets Benchmark,83,Meets Benchmark,78,Meets Benchmark,-,Does not have a Graduating Class
,71,Pittsylvania County,640,Chatham Elementary,Fully Accredited,80,Meets Benchmark,77,Meets Benchmark,93,Meets Benchmark,82,Meets Benchmark,-,Does not have a Graduating Class
,71,Pittsylvania County,1720,Chatham High,Fully Accredited,94,Meets Benchmark,74,Meets Benchmark,87,Meets Benchmark,84,Meets Benchmark,92,Meets Benchmark
,71,Pittsylvania County,1660,Chatham Middle,Fully Accredited,78,Meets Benchmark,77,Meets Benchmark,83,Meets Benchmark,77,Meets Benchmark,-,Does not have a Graduating Class
